university_id,name,established_year,ranking,country,State,City
1052,Port Karenbury University,1922,1403,Brazil,Washington,North Rachel
1053,Lake Barbaraberg University,1875,369,USA,Georgia,West Beth
1054,Atkinsfort University,1889,766,China,Tennessee,East Jason
1055,Jeremytown University,1908,751,UK,Colorado,Aaronland
1056,South Claudiatown University,1949,1602,India,Tennessee,Jacobhaven
1057,Robertchester University,1872,1667,India,New Hampshire,West Mariabury
1058,Jenniferburgh University,1914,1385,Japan,Pennsylvania,West Kennethtown
1059,Aprilfort University,2025,1361,Canada,North Carolina,Markview
1060,New Jenniferfurt University,1907,792,USA,Texas,Johnmouth
1061,Russellport University,2004,1815,India,Utah,Larrymouth
1062,North Richardchester University,1972,1589,UK,New Mexico,Paulstad
1063,Lorishire University,1859,1779,UK,North Carolina,Kaitlinview
1064,Markstad University,1997,1677,Germany,Louisiana,Skinnertown
1065,Amandaland University,1965,1091,USA,North Dakota,South Sean
1066,South Glen University,2010,83,Canada,Alaska,West Cassandramouth
1067,West Lindseyville University,1929,216,Canada,West Virginia,Port Chelseybury
1068,Jonesfurt University,1895,1376,Germany,Arizona,Jamesside
1069,East Kathymouth University,1957,1940,Australia,New Mexico,North Leahbury
1070,Hughesview University,1949,653,India,New Hampshire,East Courtney
1071,Sarashire University,1890,687,USA,Colorado,East Eric
1072,Joneston University,1954,977,France,New York,New Nathanmouth
1073,East Kimberly University,1888,1472,Canada,Nebraska,Thomasview
1074,Kimborough University,2024,792,USA,Virginia,Samanthabury
1075,Adamberg University,1961,1873,USA,Connecticut,East Nancyland
1076,Melissashire University,1931,1985,India,Mississippi,North Donna
1077,Deborahbury University,2015,1021,Germany,Texas,Gregoryhaven
1078,Stevenshire University,1967,791,Japan,Alaska,Kimberlyland
1079,Lake Tonya University,1983,420,Japan,Montana,Ericstad
1080,Williamsmouth University,1854,1502,France,Kentucky,West Alan
1081,Parkerside University,1922,1429,France,Texas,Jacobhaven
1082,Port Jacobville University,1961,814,India,Vermont,West Nicole
1083,Smithbury University,1932,989,USA,New Jersey,Richardbury
1084,Eatonville University,1930,877,USA,Arizona,Ericburgh
1085,North Mariaburgh University,1898,1389,Australia,Pennsylvania,East Sarahton
1086,Clarkburgh University,1970,1317,Canada,New Mexico,Lake Jeffside
1087,Abbottport University,1877,1390,Australia,Connecticut,Armstrongview
1088,East Paulhaven University,1979,412,UK,Kentucky,North Stephen
1089,Kylefurt University,1974,128,UK,Missouri,Josephton
1090,Lake Amandaland University,2021,1428,France,South Carolina,Kristihaven
1091,Joannamouth University,1920,1023,Germany,Tennessee,Trevinohaven
1092,Ginafurt University,1916,1520,Japan,Ohio,South Alex
1093,West Taylorport University,2014,248,UK,Kansas,East Stacey
1094,Murphyville University,1928,841,Canada,Delaware,Port Christopher
1095,Amandatown University,1883,842,Brazil,Virginia,Greenville
1096,Port Kristenstad University,1871,265,Germany,Rhode Island,Lake Nicholas
1097,Stewartfurt University,1916,1937,Germany,Georgia,Jamieview
1098,Johnsonburgh University,1996,377,France,Vermont,Lake Hunterport
1099,North Nicole University,1922,1678,USA,Georgia,Mitchellburgh
1100,Jonathanburgh University,1875,1626,Japan,New Hampshire,Stevenfort
1101,Derekside University,1892,1149,Canada,Arkansas,Brownton
1102,South Kristenview University,1865,222,Brazil,Georgia,Port Hollyville
1103,Andrewbury University,1925,819,Japan,Tennessee,Josephmouth
1104,Port Laura University,1854,59,France,Connecticut,Lake Dakotamouth
1105,West Cindyfort University,1919,1054,Brazil,Tennessee,West Chelseatown
1106,New Lisa University,1977,1222,USA,Rhode Island,Port Julia
1107,Andrewview University,1915,1378,China,Utah,Cassandraview
1108,Avilatown University,1977,305,Japan,New Hampshire,Lake Stephanieborough
1109,Port Deborahland University,1993,701,France,Nevada,South Lisaland
1110,Lake Shirley University,1941,108,Australia,Tennessee,Gonzalezberg
1111,Martinhaven University,1980,749,France,Montana,Lisaville
1112,South Rachelshire University,1859,157,USA,Massachusetts,Kristenmouth
1113,Jimenezville University,1889,1531,USA,Michigan,Jacksonberg
1114,Foxshire University,1907,821,Brazil,New York,Mitchellburgh
1115,Chavezstad University,2025,404,Germany,Rhode Island,Port Robertton
1116,East Bryan University,1889,364,USA,Connecticut,North Lisa
1117,Johnchester University,1906,1936,India,Minnesota,New Stephanieville
1118,Stevensburgh University,1874,1700,USA,Tennessee,Vickiefurt
1119,Kimview University,1927,832,UK,Maryland,Kelseyburgh
1120,Lake Brandi University,1959,740,China,California,East John
1121,Port Aaronton University,1928,19,China,Washington,Heatherland
1122,Pamelahaven University,1899,335,Australia,Nevada,Youngshire
1123,North Devin University,1939,543,USA,New York,New Samuelport
1124,Kaitlintown University,1942,738,UK,New Hampshire,East Wesley
1125,Jeremyshire University,2006,649,Australia,Connecticut,New Seth
1126,Port Michael University,1929,1936,USA,Delaware,Port Ryan
1127,Justinshire University,1957,1243,France,Utah,Coxmouth
1128,Markhaven University,1987,1098,UK,New Jersey,Calderontown
1129,Barberbury University,1994,81,India,Tennessee,East Heather
1130,East Mary University,1897,454,USA,Maine,Lake Joseph
1131,Kristenborough University,1857,262,Canada,Mississippi,Garrettfurt
1132,Brianaberg University,1913,1463,France,Wyoming,Joshuamouth
1133,Lake Thomaston University,1898,301,Germany,Oklahoma,South Chelseaside
1134,Copelandmouth University,1990,854,UK,Texas,Bishopview
1135,North Robert University,1973,119,Japan,California,South Edwardborough
1136,Port Terri University,2007,1357,Australia,Arkansas,Port Michael
1137,Lake Lawrenceton University,2013,763,Australia,Kansas,Villarrealfurt
1138,Port Jessica University,1854,608,Brazil,Oregon,Joanntown
1139,West Cherylville University,2014,985,Japan,Texas,Taylorberg
1140,Ronaldstad University,2004,1464,USA,Iowa,Jeffreytown
1141,Lake Matthew University,1954,928,USA,Washington,West Claudiamouth
1142,Maryberg University,1952,974,France,Mississippi,North Crystalhaven
1143,Jorgemouth University,1861,373,UK,Nevada,Cooperburgh
1144,New William University,1877,886,Germany,Wisconsin,Fuenteschester
1145,West Kendra University,1962,178,Canada,Oklahoma,Lynchfort
1146,South Geoffrey University,1903,1071,Germany,Alabama,Palmerville
1147,Stewartbury University,1865,1644,Australia,Illinois,Michellemouth
1148,Danieltown University,1972,457,Australia,New York,South Emilyfurt
1149,Robertsfurt University,1966,1017,China,Nebraska,West Michelle
1150,Barreraville University,1920,159,France,Alaska,South Emma
1151,Feliciatown University,1995,438,Australia,Colorado,Port Lisafurt
1152,Lake Aaron University,1892,1359,Japan,California,South Robertberg
1153,Michaelville University,2002,227,Brazil,North Dakota,Bradleyfurt
1154,North Alicia University,1934,1500,Canada,Kentucky,New Robert
1155,South Josephborough University,1863,1144,Germany,Washington,Hansonshire
1156,Moodybury University,1865,1232,Canada,Connecticut,East Curtis
1157,West Janetside University,1950,324,Japan,North Carolina,Port Caitlynfort
1158,South Kimberly University,1914,2000,Canada,Virginia,New Kimberlyshire
1159,North Staceytown University,1858,690,France,Ohio,Bonniebury
1160,East Lukestad University,1871,471,USA,Georgia,Hinesside
1161,South Pamelafurt University,1941,613,USA,New Hampshire,Meredithshire
1162,Lake Anthonyport University,1866,1714,China,Indiana,Hernandezton
1163,Lake Patricia University,1942,1560,Brazil,Maine,Perezfurt
1164,Lake Mariebury University,1891,856,Brazil,Rhode Island,New Barbaratown
1165,North Bonnieberg University,1884,901,USA,Oregon,East Donald
1166,South Kevinmouth University,1982,291,USA,Louisiana,Kellyton
1167,East Jessicaland University,1918,258,Japan,Wyoming,Carrmouth
1168,South Feliciamouth University,1932,1110,Germany,Michigan,New Robert
1169,Luismouth University,1961,1802,China,New Mexico,Flemingburgh
1170,Kimberlybury University,1982,1189,USA,Hawaii,Hunterberg
1171,Lake Connor University,1859,904,UK,Mississippi,North Alisonhaven
1172,South Gregoryfort University,1927,1987,France,Wyoming,Michelleside
1173,Foxport University,1995,392,Germany,New York,Lake Ashleyburgh
1174,North Crystal University,2015,353,Australia,Kentucky,New Wendy
1175,Leton University,1976,76,Brazil,Mississippi,North Robertshire
1176,Debraton University,1900,1646,China,Montana,South Alexanderburgh
1177,Erikamouth University,2014,685,China,Michigan,Coxmouth
1178,East Valerieberg University,1958,1330,Canada,Kentucky,Karenstad
1179,Morganton University,1991,574,China,Arkansas,Margaretside
1180,New Harold University,1885,1984,UK,North Dakota,New Steventon
1181,Ianberg University,1986,1106,Germany,Colorado,Riceville
1182,Chandlertown University,1987,1136,Japan,Pennsylvania,Lake Kurtport
1183,East Zacharyside University,1894,64,Japan,Georgia,Lake Scott
1184,Ronaldton University,1890,327,Brazil,Massachusetts,Sanchezfort
1185,North Matthewside University,2010,499,Canada,Michigan,Mackport
1186,Lake Dustinfurt University,1991,1522,Canada,Pennsylvania,North Stacy
1187,Brianshire University,1880,139,Germany,Georgia,North Clarenceborough
1188,Brownfort University,1913,1998,UK,Arkansas,Lopezmouth
1189,Alyssastad University,1970,616,Brazil,Alaska,Carrollbury
1190,Christophermouth University,1956,790,Australia,Missouri,Ryanton
1191,Taylormouth University,1897,213,France,Louisiana,Tashaland
1192,Moodystad University,1907,956,USA,Missouri,South Garrettton
1193,East Joshuaside University,1875,1936,China,Montana,North Mark
1194,Millerbury University,1922,1220,Japan,Maryland,Smithville
1195,Lake Mary University,1965,462,USA,New Hampshire,Jessemouth
1196,South Matthewbury University,1944,1194,USA,Rhode Island,Port James
1197,North Jonathanberg University,2025,1134,Australia,Nevada,East Rachel
1198,South Karinachester University,1867,921,USA,New Jersey,West Jacqueline
1199,East Shawnaberg University,1925,979,Canada,Louisiana,North Richardville
1200,Port Jamesbury University,1907,882,Japan,Washington,Port Theresa
1201,New Davidberg University,1930,343,France,Alabama,South Cathy
1202,Lauraland University,2021,1033,Brazil,New Hampshire,Kiaraborough
1203,North Danaburgh University,2018,579,Brazil,Pennsylvania,New Carlmouth
1204,Armstrongfort University,1946,554,Australia,Nebraska,Omarmouth
1205,South Lisa University,1928,1312,UK,Georgia,New Angela
1206,Lake Michelleburgh University,1950,1605,Brazil,South Carolina,Toddstad
1207,Williamsville University,1981,1866,China,Louisiana,South Lauramouth
1208,Kathleenhaven University,1870,1171,Germany,Oklahoma,Richardbury
1209,Padillaview University,1941,1383,Canada,Nebraska,East Chelsea
1210,Hillbury University,1949,299,France,Massachusetts,West Jesus
1211,Lake Jesse University,1875,1193,Australia,Maryland,East Ericland
1212,South Alyssa University,1921,387,Australia,Utah,Guerrabury
1213,Hernandezland University,1902,218,USA,South Carolina,New Cindy
1214,Lake Bruce University,1974,1770,China,Montana,Phillipschester
1215,Jasonville University,1911,766,Canada,Maryland,Port Dylan
1216,Port Melissa University,2022,846,France,Indiana,Port Danielland
1217,Munozstad University,1958,772,China,Nevada,Lake Jessica
1218,Barbaraborough University,1909,968,France,North Dakota,Eatonburgh
1219,Mcgeeshire University,1952,386,Japan,Virginia,South Melissaport
1220,Johnsonchester University,1992,1883,Japan,South Dakota,Ashleybury
1221,West Katherine University,1967,1350,UK,Maine,Toddmouth
1222,North Colleenfurt University,1855,1443,China,Michigan,Kingchester
1223,Tracyberg University,1988,95,Germany,Connecticut,Stacyport
1224,South Daniel University,1972,725,China,Iowa,North Randallville
1225,Aaronbury University,1972,1292,UK,Georgia,Lake Kathleen
1226,New Joshuaville University,1960,1603,Brazil,North Carolina,South Mark
1227,Michelefort University,1889,148,France,Georgia,West Michelleberg
1228,Charlesborough University,2016,489,USA,New Mexico,Alexandramouth
1229,North Chadfort University,1877,1397,Japan,Arkansas,Mortonport
1230,Williammouth University,1921,855,Japan,Ohio,Jessefurt
1231,North Sandra University,1995,910,France,Kansas,West Elizabethport
1232,New Gabriela University,1915,514,Brazil,North Carolina,Taylorview
1233,North Kristopher University,1874,1321,India,Oklahoma,Lake Amy
1234,Scottfort University,1950,228,Brazil,Kansas,Port Shawn
1235,Sharonfurt University,1885,114,India,Virginia,Charlesfurt
1236,Kevinstad University,1949,1992,Australia,Alabama,Garrettborough
1237,Reedborough University,1873,611,China,Maine,East Tracy
1238,Matthewbury University,1976,1373,Australia,Kentucky,Gomezhaven
1239,West Kellyburgh University,1913,1376,Germany,Nebraska,Mckeeburgh
1240,North Justin University,1918,1531,Japan,Colorado,Gutierrezfort
1241,Gillfort University,2001,679,UK,Ohio,Michaelville
1242,North Jasminefurt University,1918,1978,France,Connecticut,Brownshire
1243,South Laura University,1913,1834,France,Delaware,New Mark
1244,Scottfort University,1850,1739,France,West Virginia,East Jasminetown
1245,Port Christopherside University,1914,563,USA,Illinois,New Donnastad
1246,South Marcfurt University,1873,416,India,Washington,Lake Crystalstad
1247,North Mandymouth University,1937,1082,Canada,Wisconsin,West David
1248,Rodriguezmouth University,1977,243,Australia,Wyoming,South Ariel
1249,Rodriguezmouth University,1997,1396,USA,Virginia,Sandovalshire
1250,Stevetown University,1896,115,Canada,Delaware,Westberg
1251,North Patricia University,1877,1146,Japan,North Carolina,North Brittanyhaven
1252,South Mark University,1894,1028,China,Oregon,Lake Julie
1253,North Stacey University,1907,277,China,Wisconsin,Lake Carolyn
1254,Port Autumn University,1978,1492,USA,Alabama,East Andrea
1255,South Sabrinaborough University,1871,1309,Germany,Montana,Payneville
1256,South Kelly University,1860,1937,France,California,South Annette
1257,West Carlos University,1890,375,Canada,Pennsylvania,North Michelletown
1258,Lake Elizabethfurt University,1917,1837,Germany,Florida,Singhchester
1259,New Tommyview University,1886,820,Australia,Hawaii,North Jacqueline
1260,Port Sierrahaven University,1891,1759,Canada,Iowa,North Jesseport
1261,Emilyport University,1982,216,Japan,Florida,Baxterport
1262,Rebekahbury University,1973,1195,Canada,Virginia,West Marcusshire
1263,West Nicholasmouth University,1895,1113,Canada,Rhode Island,West Lauraborough
1264,Lake Patricia University,1865,1766,France,South Carolina,North Kevinmouth
1265,Charlesville University,2014,616,UK,Maryland,Hollyview
1266,Jefferyshire University,2021,1861,Japan,Connecticut,Port Cherylville
1267,New Jeffreytown University,1959,1114,Germany,Rhode Island,Frederickview
1268,Aprilshire University,1889,542,India,Kansas,Jenniferfurt
1269,New Olivia University,1940,1472,UK,South Dakota,North Juan
1270,North Danielle University,1876,1345,Australia,Connecticut,East Robert
1271,Roachton University,1989,1758,Germany,Kansas,East William
1272,Maxwellstad University,1921,691,UK,Maryland,North Robert
1273,Adamton University,1882,1687,China,Oregon,Lake Cynthia
1274,East Emilybury University,1917,1748,USA,Oregon,Johnview
1275,West Jose University,1958,447,China,Tennessee,North Brittany
1276,Coxtown University,1863,1132,Australia,North Dakota,Sheilamouth
1277,South Michael University,1973,632,China,Utah,Alejandrofort
1278,Nicoleshire University,1861,1022,Brazil,Tennessee,Colleenport
1279,Changton University,1947,1601,France,Virginia,East Jeffery
1280,West Jacobview University,2006,824,USA,Texas,Port Mary
1281,North Markbury University,1998,799,UK,Maine,Bensonland
1282,Port William University,1993,162,Canada,South Dakota,East Michael
1283,Gonzalezton University,1979,1672,USA,Illinois,Raymouth
1284,East Monicaborough University,1870,76,China,Colorado,New Dianaview
1285,Hoffmanhaven University,1887,993,Brazil,Indiana,Lake Peter
1286,Sanchezton University,1870,1866,Australia,Connecticut,New Carolyn
1287,South Benjamin University,1874,428,France,Hawaii,Graceborough
1288,Danielside University,1972,1675,Japan,Georgia,South Lisaview
1289,South Lisaside University,2000,255,Germany,North Dakota,Port Caleb
1290,South Kiarastad University,1941,483,Australia,Maine,Edwardview
1291,Davisview University,1885,1951,China,Maine,South Scottland
1292,Port Jeanneside University,2006,1883,Japan,Louisiana,Michaelburgh
1293,West Michael University,1884,1197,China,Iowa,Smithton
1294,East Racheltown University,2024,1891,Germany,Oregon,Zavalamouth
1295,Laurastad University,1998,1290,Canada,Illinois,Howardfort
1296,Pageville University,1863,29,Germany,Washington,Cesarstad
1297,South Karenburgh University,2022,20,Canada,California,South Josephville
1298,Edwardburgh University,1899,1286,USA,Arkansas,Bradychester
1299,Lake Abigail University,1981,1598,Canada,Vermont,Westland
1300,Andersonmouth University,1880,1121,Canada,Texas,Robertton
1301,East Markchester University,1910,1714,USA,West Virginia,Lake Andreabury
1302,East Stephanieville University,1958,684,France,New Hampshire,North Zachary
1303,Roberttown University,1977,1972,Japan,Arizona,Mcleanville
1304,Nicoleside University,1974,462,Canada,Pennsylvania,Danielland
1305,Lake Danielside University,1920,1070,Germany,Maryland,Larsonland
1306,Christopherbury University,1976,10,USA,Michigan,Hartmanview
1307,Nicholasburgh University,1931,1158,UK,Wyoming,East Morgan
1308,Jeffreyside University,1920,209,France,Illinois,New Jonathanstad
1309,South Justinbury University,2024,656,Brazil,Louisiana,Port Christinaberg
1310,Cherylmouth University,1997,238,Canada,Kansas,East Sylviaborough
1311,New William University,2022,1154,India,New Mexico,Shawnberg
1312,South Raymond University,1897,223,USA,Oklahoma,South Tyler
1313,South Katherine University,1957,70,India,Minnesota,Amandaside
1314,New Marktown University,1924,1952,Brazil,Pennsylvania,New Chelseaberg
1315,East Toni University,1974,1901,Germany,Oregon,Lisaview
1316,Mariemouth University,1890,1047,China,Rhode Island,Millerchester
1317,East Jesseborough University,2020,721,Canada,New York,South Mary
1318,Port Tylerview University,1855,1469,France,Indiana,South Frankton
1319,Port Heather University,1866,1357,China,New York,Katelynport
1320,Lake Kenneth University,1870,109,Germany,Oklahoma,Lake Catherine
1321,Robertview University,1851,1160,UK,Michigan,West Ashleyland
1322,Vanessastad University,1920,1949,Germany,Montana,New Madisonport
1323,Dianaview University,1961,1490,China,Massachusetts,Douglasside
1324,New James University,1870,615,Brazil,Alaska,West Earl
1325,Youngtown University,1930,244,Japan,West Virginia,Lake Heather
1326,Kimshire University,1881,958,India,North Carolina,West Caitlinside
1327,North Russellbury University,1986,176,Japan,Massachusetts,Cynthiaton
1328,Robertport University,1924,1402,China,North Carolina,Tamiberg
1329,Port Jacobtown University,1880,838,Japan,Oregon,Clarenceport
1330,Baileybury University,2017,1126,USA,New Jersey,Kimberg
1331,East Emilyfurt University,1960,71,Brazil,Washington,New Elizabeth
1332,New Judy University,1977,213,France,South Dakota,Jonesborough
1333,East Cynthia University,1867,1003,Germany,Tennessee,Singletonland
1334,East Thomas University,1998,410,Germany,Wyoming,Tiffanymouth
1335,Lake Johnview University,1925,1989,Japan,Iowa,Graymouth
1336,Jenniferport University,1892,1010,UK,Connecticut,Mathismouth
1337,East Trevorborough University,1887,838,Japan,Minnesota,South Michaelberg
1338,Lake Nicolasville University,1880,190,Germany,Illinois,Holtstad
1339,Williamsbury University,1924,359,Australia,Alabama,Robinsonbury
1340,South Danielle University,1967,1192,Canada,Idaho,North Caleb
1341,Alvaradoberg University,2013,1360,Australia,Alabama,Port Todd
1342,Lake Mark University,1896,1193,France,Louisiana,Desireefort
1343,Dominguezland University,1920,190,Australia,New Jersey,Griffintown
1344,Courtneyshire University,1967,891,Brazil,Hawaii,Port Matthewborough
1345,East Anthony University,1943,183,China,South Carolina,Simonview
1346,Port Robert University,1885,1021,Brazil,New Mexico,North Kristi
1347,East Debbie University,1999,484,Germany,Mississippi,Youngberg
1348,North Brianmouth University,1865,28,Germany,Kentucky,Port Michael
1349,South Karl University,1939,1657,Brazil,Indiana,Port Vernontown
1350,Osborneport University,1948,85,UK,Alaska,Millerville
1351,East Eduardotown University,1930,1982,France,Colorado,Calvinstad
1352,South Tabitha University,2007,656,Germany,Illinois,Garzahaven
1353,Elizabethshire University,1998,1795,Germany,Florida,Rodneyfurt
1354,Averyland University,1895,93,Germany,Arizona,East David
1355,Michelleland University,1932,534,USA,Colorado,Hensleyfort
1356,Lake Catherine University,1869,427,UK,Arizona,Lake Billyshire
1357,Jessestad University,1899,740,Brazil,Maine,Port Linda
1358,North John University,1958,742,India,New Hampshire,Johnsonville
1359,New Peterland University,1963,1992,Japan,North Dakota,Port Cynthia
1360,North Brookehaven University,1970,1084,UK,Utah,South Alexandria
1361,Charleston University,2002,616,USA,Nebraska,Hancockburgh
1362,West Dorothy University,1999,272,Canada,Arizona,Alexandrachester
1363,Jasonville University,1936,357,Australia,Maine,Acostashire
1364,Port Allen University,2016,217,India,Oregon,Josephmouth
1365,Sanchezburgh University,1983,475,India,Louisiana,West Ronaldberg
1366,Yvetteville University,1942,1524,Canada,Wisconsin,Smithberg
1367,Boydton University,2020,994,Canada,New Jersey,Scottport
1368,Lake Tylertown University,2009,77,UK,Maryland,Lake Annamouth
1369,Smithtown University,1902,1843,Japan,Florida,Christinamouth
1370,Reeseview University,2005,88,China,New Mexico,South Robert
1371,Soniaville University,1945,1830,Germany,Vermont,Lake Gregoryport
1372,North Kevin University,1905,1452,Australia,Missouri,West Ronaldview
1373,Port Saraside University,1962,1860,China,California,East Scott
1374,North Thomas University,2008,1187,France,Oregon,Lake Leslie
1375,Vasquezmouth University,2002,955,Germany,Tennessee,Smithport
1376,Lindseyland University,1851,1835,Germany,California,Williamsview
1377,Campbellstad University,1907,746,UK,Florida,Lake Scott
1378,South Benjaminfurt University,2012,738,Germany,Montana,Lake Kristin
1379,North Michealhaven University,1934,647,USA,Michigan,South Robert
1380,Stefanieburgh University,1884,1904,Australia,Wisconsin,Chelseaside
1381,Davidburgh University,1956,12,Australia,Colorado,Sotostad
1382,South Sandrastad University,1881,1470,India,Georgia,New Brendan
1383,Thomasshire University,1989,64,Australia,Maine,East Kimberly
1384,South Kristiburgh University,1941,1512,USA,New York,West Jessicaborough
1385,North Sarah University,1942,851,Germany,Mississippi,Josephville
1386,Smithstad University,1955,1564,Brazil,New Mexico,Allenbury
1387,Lawrenceton University,1991,1646,Brazil,New Jersey,Lake Kimberlyshire
1388,East Sarah University,1927,1843,France,Arkansas,Smithfort
1389,Christinaland University,1923,1600,France,Virginia,North Cynthialand
1390,North Donald University,1981,1275,UK,New Jersey,Johnport
1391,Collinsmouth University,1875,378,Australia,Maryland,Port Gina
1392,East Alexchester University,2021,1291,UK,Ohio,New Kristina
1393,West Gary University,1981,1962,Canada,Kansas,Barrton
1394,New Christina University,1871,837,Canada,Wisconsin,Ronaldborough
1395,North Jimfort University,1995,858,France,Minnesota,Jayview
1396,West Christopher University,1888,1633,China,North Dakota,North Ryanville
1397,North Jason University,1860,1007,China,Mississippi,Benderview
1398,Kristinefurt University,1850,17,Germany,Florida,Longmouth
1399,Lake Morganshire University,1983,108,China,Indiana,South Jacobchester
1400,West Natasha University,1999,1432,Japan,Kentucky,New Timothy
1401,New Brookeview University,1939,27,UK,Kansas,Hollyfort
1402,New Kimberly University,1901,1331,USA,Kansas,Ortegamouth
1403,North Matthew University,1887,36,Japan,Florida,West Joyce
1404,Brianborough University,1923,407,Japan,Kansas,Lake Larry
1405,Mistyside University,1925,1270,Brazil,West Virginia,Allisonport
1406,South Brianamouth University,1926,1383,USA,South Dakota,North Christopherhaven
1407,Riveramouth University,2012,583,India,West Virginia,South Victormouth
1408,South Jennifer University,1988,1747,China,New Jersey,South John
1409,Richardburgh University,1875,1798,China,New Jersey,Heatherton
1410,North Melinda University,1896,497,USA,Arizona,Contrerasmouth
1411,Kennethborough University,1912,1970,UK,South Carolina,Lawrenceville
1412,Maddenhaven University,1975,199,India,Nebraska,Whiteside
1413,Patrickfort University,1859,609,France,Wisconsin,Danielshire
1414,Myersview University,1898,1558,UK,Pennsylvania,Charlesview
1415,Gregorymouth University,1942,1980,Brazil,Wisconsin,West Lauren
1416,East Donna University,1854,110,India,Tennessee,Jessicatown
1417,Lake Debbie University,1873,124,China,Montana,Caseyview
1418,Garychester University,2025,1614,Brazil,Montana,Lake Valeriemouth
1419,Nicoletown University,1949,1480,USA,Nebraska,Diazchester
1420,Shaneberg University,1892,936,UK,Nebraska,South Thomas
1421,Lake Monicabury University,1878,657,Canada,Colorado,South Sean
1422,Smithland University,1864,286,Australia,North Carolina,Lake John
1423,Lindahaven University,1931,1980,USA,Georgia,Cobbchester
1424,South Laura University,2011,1233,India,Tennessee,East Amandastad
1425,Dawnburgh University,1998,553,Germany,New Mexico,West Carlosburgh
1426,Oliverstad University,2025,819,USA,Minnesota,Michaelburgh
1427,South Sarachester University,2005,1574,France,Illinois,East April
1428,North Daniellebury University,1996,65,India,Alaska,North Andrewborough
1429,Kristinfurt University,2012,1341,USA,West Virginia,North Maryborough
1430,Haleyland University,1980,1156,Japan,Nevada,Guerreroborough
1431,South Judyfurt University,1988,806,Germany,Michigan,Port Stephanietown
1432,Bradyside University,1932,1036,Germany,West Virginia,Cunninghamhaven
1433,West Andrew University,2010,1068,Germany,Utah,New Ian
1434,North Kristinbury University,1855,637,Germany,Kansas,Lake Matthewberg
1435,South Jenniferberg University,1950,1552,India,North Carolina,Brittanyport
1436,Riverashire University,1910,1965,Germany,Maine,Jefffort
1437,South Trevor University,1921,597,Canada,Maryland,Davisville
1438,East Jessicamouth University,1856,1133,Germany,Alabama,Port David
1439,Pachecotown University,1951,724,USA,Colorado,North Allison
1440,Emilyside University,1987,471,UK,Michigan,Mcphersonland
1441,Kylemouth University,1951,1254,USA,South Dakota,Joditon
1442,Olsonborough University,1944,1830,India,North Carolina,Adamport
1443,West Christopherside University,1933,1948,France,New Jersey,North Timothy
1444,Floydchester University,1884,1037,India,Alaska,Christineport
1445,North Harryburgh University,1966,1348,UK,Iowa,Port Nicole
1446,Harrisview University,1978,1228,USA,Washington,Port Kimberly
1447,Maryton University,1934,1272,France,Oregon,East Joseph
1448,Mitchellville University,2002,1729,USA,Connecticut,Taylormouth
1449,West Christinaside University,2021,808,Canada,Connecticut,Lake Marcuschester
1450,Port Christina University,1944,702,China,Kentucky,West Traci
1451,West Patricia University,2006,91,Canada,Vermont,Wilsonport
1452,Chelseamouth University,1989,1681,Australia,Ohio,Jeremytown
1453,Pamelahaven University,1977,852,Australia,Washington,North Jacobfort
1454,North Cindy University,1978,1992,China,Tennessee,East Rebeccahaven
1455,East Williambury University,1910,1926,China,Wyoming,Jasonborough
1456,Amyborough University,1869,82,Australia,Washington,Lake Mark
1457,East Ambershire University,1951,937,UK,Vermont,West Ericland
1458,Maryborough University,1874,1494,France,Wisconsin,Lake Roymouth
1459,South Howardfurt University,1951,1986,USA,New Mexico,Johnport
1460,Morrisonton University,2010,1526,France,Connecticut,Kevinview
1461,East Christinamouth University,1917,1910,UK,Alaska,Brookeview
1462,Justinport University,1957,756,Japan,North Carolina,Jenniferhaven
1463,Masonborough University,1888,811,UK,Kansas,Port Markmouth
1464,Brownchester University,1897,726,Germany,Maryland,Lake Robert
1465,East Kelly University,1998,902,USA,Maryland,Vangchester
1466,North Tammyberg University,1872,515,Japan,Texas,South Carlosstad
1467,New Ian University,2005,818,India,Oklahoma,Julieberg
1468,Joshuafort University,1998,280,India,Alabama,Lake David
1469,Daniellechester University,1997,446,Germany,Virginia,Jennabury
1470,Maychester University,1985,480,UK,Illinois,Rosetown
1471,New Barbara University,1936,1918,Australia,Michigan,Thomasborough
1472,South Brittany University,1943,1624,Japan,Maryland,West Kevinview
1473,North Jacobfurt University,1992,915,India,Kentucky,North Kerriborough
1474,Jenniferport University,1873,175,France,Massachusetts,Lake Markburgh
1475,West Erikfurt University,1919,1822,France,Nebraska,Gregfort
1476,Lake Brittany University,1896,249,Australia,Arkansas,Edwardsmouth
1477,Lake Jasonborough University,1938,86,Brazil,West Virginia,Fergusonview
1478,West Richardton University,1902,1026,France,Michigan,Chandlerburgh
1479,Cathyland University,1884,1254,China,Nevada,Parrishshire
1480,South Saraland University,1930,1598,France,North Carolina,Moorechester
1481,Tylerchester University,1969,1053,Brazil,Texas,Taylorfort
1482,New Rodneyshire University,1960,1170,UK,Michigan,Mayotown
1483,North Donnamouth University,1931,1184,France,North Carolina,South Paula
1484,Port Heidi University,1933,1750,Germany,Oregon,Brianport
1485,New Jacquelineland University,1881,1199,Australia,New Hampshire,East Debra
1486,South Shaunton University,1931,949,France,California,Lake Nicholasview
1487,West Brendanbury University,1978,1815,France,Idaho,Williambury
1488,Joneston University,1937,476,France,Missouri,Dawntown
