section_id,course_id,semester,year,instructor_id,classroom,schedule
1155,910,Spring,2022,526,377-W,13:00-14:00
1156,915,Fall,2015,676,268-C,8:00-9:00
1157,403,Spring,2018,752,406-W,16:00-17:00
1158,339,Winter,2019,149,228-O,13:00-14:00
1159,537,Fall,2016,953,303-J,15:00-16:00
1160,551,Winter,2020,714,183-Z,8:00-9:00
1161,601,Winter,2022,642,412-A,9:00-10:00
1162,796,Spring,2018,85,363-J,17:00-18:00
1163,963,Summer,2015,458,161-Y,8:00-9:00
1164,268,Spring,2020,357,242-C,9:00-10:00
1165,351,Winter,2018,553,410-Z,17:00-18:00
1166,851,Winter,2016,350,439-Z,14:00-15:00
1167,710,Fall,2020,419,422-W,11:00-12:00
1168,329,Spring,2018,337,421-B,17:00-18:00
1169,392,Fall,2015,721,375-L,16:00-17:00
1170,456,Spring,2021,203,371-U,15:00-16:00
1171,560,Summer,2025,758,465-J,11:00-12:00
1172,32,Summer,2019,905,132-H,13:00-14:00
1173,146,Summer,2015,395,355-R,8:00-9:00
1174,442,Spring,2015,313,105-N,14:00-15:00
1175,364,Winter,2023,627,383-X,10:00-11:00
1176,769,Summer,2018,197,266-H,11:00-12:00
1177,240,Fall,2024,902,310-I,17:00-18:00
1178,744,Fall,2017,482,383-S,14:00-15:00
1179,153,Summer,2015,489,188-X,9:00-10:00
1180,645,Fall,2022,643,149-M,15:00-16:00
1181,827,Summer,2025,711,440-I,15:00-16:00
1182,82,Winter,2025,206,448-W,13:00-14:00
1183,1,Spring,2023,331,450-A,12:00-13:00
1184,839,Spring,2017,336,369-I,15:00-16:00
1185,561,Spring,2021,226,343-S,16:00-17:00
1186,371,Spring,2023,341,457-H,12:00-13:00
1187,959,Winter,2025,407,163-G,17:00-18:00
1188,187,Summer,2022,832,133-A,16:00-17:00
1189,544,Summer,2020,780,493-P,14:00-15:00
1190,328,Summer,2024,190,414-K,10:00-11:00
1191,471,Spring,2021,993,331-V,15:00-16:00
1192,511,Summer,2024,93,279-F,17:00-18:00
1193,383,Summer,2016,223,451-L,13:00-14:00
1194,760,Spring,2019,953,395-G,12:00-13:00
1195,348,Fall,2015,337,182-P,15:00-16:00
1196,668,Summer,2023,435,324-P,8:00-9:00
1197,677,Spring,2021,541,179-R,11:00-12:00
1198,954,Winter,2018,722,472-T,13:00-14:00
1199,843,Winter,2015,798,126-P,13:00-14:00
1200,592,Fall,2016,294,275-A,15:00-16:00
1201,682,Winter,2018,215,201-F,14:00-15:00
1202,893,Summer,2015,515,431-B,15:00-16:00
1203,470,Winter,2021,119,336-A,15:00-16:00
1204,800,Fall,2016,605,385-G,14:00-15:00
1205,320,Fall,2016,442,481-P,14:00-15:00
1206,918,Summer,2016,283,279-X,12:00-13:00
1207,512,Summer,2016,900,323-D,8:00-9:00
1208,11,Spring,2024,691,188-G,17:00-18:00
1209,141,Winter,2025,222,162-Z,11:00-12:00
1210,446,Summer,2016,116,101-X,9:00-10:00
1211,700,Spring,2022,416,400-R,11:00-12:00
1212,204,Winter,2015,377,170-O,14:00-15:00
1213,429,Spring,2015,541,334-W,14:00-15:00
1214,598,Fall,2019,470,280-T,10:00-11:00
1215,382,Summer,2024,341,385-N,16:00-17:00
1216,409,Summer,2015,994,192-V,12:00-13:00
1217,229,Winter,2023,160,229-Z,15:00-16:00
1218,42,Spring,2015,960,281-E,13:00-14:00
1219,784,Winter,2015,60,183-F,12:00-13:00
1220,834,Fall,2024,862,173-E,10:00-11:00
1221,99,Spring,2021,249,187-E,8:00-9:00
1222,686,Summer,2015,890,108-S,11:00-12:00
1223,703,Spring,2020,50,438-S,9:00-10:00
1224,827,Summer,2016,639,321-E,10:00-11:00
1225,425,Spring,2019,538,116-N,16:00-17:00
1226,709,Fall,2024,470,253-C,12:00-13:00
1227,510,Summer,2015,776,494-B,10:00-11:00
1228,838,Summer,2018,325,357-A,9:00-10:00
1229,881,Spring,2023,493,193-W,17:00-18:00
1230,383,Spring,2022,321,354-J,10:00-11:00
1231,10,Summer,2016,50,416-C,17:00-18:00
1232,317,Fall,2022,649,221-B,12:00-13:00
1233,10,Fall,2023,210,136-K,16:00-17:00
1234,612,Fall,2025,280,391-E,16:00-17:00
1235,828,Spring,2018,9,168-F,14:00-15:00
1236,732,Fall,2016,63,370-U,11:00-12:00
1237,727,Winter,2025,824,211-N,14:00-15:00
1238,261,Summer,2023,144,400-K,9:00-10:00
1239,279,Fall,2019,831,400-K,10:00-11:00
1240,732,Winter,2015,454,151-O,15:00-16:00
1241,426,Summer,2024,245,170-X,11:00-12:00
1242,913,Winter,2019,701,374-Y,11:00-12:00
1243,740,Winter,2016,902,396-B,10:00-11:00
1244,910,Spring,2016,911,249-V,12:00-13:00
1245,391,Fall,2019,107,468-N,11:00-12:00
1246,650,Fall,2022,906,480-L,10:00-11:00
1247,976,Fall,2020,400,195-R,14:00-15:00
1248,106,Spring,2021,253,220-U,17:00-18:00
1249,678,Winter,2020,947,270-A,8:00-9:00
1250,729,Summer,2021,394,132-G,9:00-10:00
1251,132,Winter,2018,232,247-J,15:00-16:00
1252,398,Winter,2015,457,300-X,13:00-14:00
1253,301,Summer,2025,38,236-N,12:00-13:00
1254,133,Fall,2016,689,175-F,9:00-10:00
1255,427,Winter,2025,208,105-K,16:00-17:00
1256,569,Spring,2019,272,344-H,12:00-13:00
1257,337,Summer,2016,988,320-H,8:00-9:00
1258,575,Fall,2025,205,103-Q,17:00-18:00
1259,119,Summer,2021,27,485-L,9:00-10:00
1260,949,Spring,2023,531,485-A,12:00-13:00
1261,247,Fall,2017,41,110-Y,11:00-12:00
1262,305,Spring,2020,949,387-P,15:00-16:00
1263,199,Fall,2016,417,378-I,11:00-12:00
1264,271,Summer,2021,976,285-A,9:00-10:00
1265,590,Fall,2019,856,423-C,16:00-17:00
1266,798,Winter,2023,824,125-X,11:00-12:00
1267,45,Spring,2021,263,228-O,16:00-17:00
1268,637,Winter,2021,736,223-K,13:00-14:00
1269,637,Fall,2025,671,343-Y,16:00-17:00
1270,113,Fall,2021,497,250-F,9:00-10:00
1271,855,Fall,2024,891,397-G,14:00-15:00
1272,974,Winter,2017,416,162-D,15:00-16:00
1273,618,Summer,2018,88,183-Q,8:00-9:00
1274,545,Summer,2016,181,100-C,11:00-12:00
1275,808,Winter,2025,783,453-X,14:00-15:00
1276,106,Summer,2021,439,446-P,11:00-12:00
1277,493,Summer,2023,21,483-H,8:00-9:00
1278,270,Summer,2025,906,208-P,16:00-17:00
1279,625,Fall,2024,40,165-F,9:00-10:00
1280,123,Summer,2015,674,296-W,15:00-16:00
1281,141,Summer,2023,378,245-A,12:00-13:00
1282,53,Spring,2023,871,359-D,14:00-15:00
1283,665,Winter,2022,744,415-Q,10:00-11:00
1284,110,Spring,2018,763,239-K,14:00-15:00
1285,929,Winter,2023,677,134-S,10:00-11:00
1286,726,Summer,2023,178,324-V,9:00-10:00
1287,188,Summer,2023,99,457-E,12:00-13:00
1288,436,Spring,2016,677,117-F,11:00-12:00
1289,352,Winter,2018,46,234-I,10:00-11:00
1290,725,Spring,2021,679,281-U,13:00-14:00
1291,584,Fall,2023,278,382-F,16:00-17:00
1292,758,Summer,2021,712,459-F,15:00-16:00
1293,547,Summer,2023,414,399-D,15:00-16:00
1294,349,Summer,2021,794,407-B,17:00-18:00
1295,975,Summer,2021,602,371-S,11:00-12:00
1296,313,Fall,2018,502,479-Y,14:00-15:00
1297,793,Winter,2018,461,413-K,13:00-14:00
1298,910,Winter,2019,548,303-E,9:00-10:00
1299,95,Summer,2018,901,383-E,11:00-12:00
1300,445,Winter,2018,316,309-E,12:00-13:00
1301,526,Spring,2023,505,417-V,15:00-16:00
1302,498,Spring,2021,285,250-H,9:00-10:00
1303,214,Fall,2020,389,433-X,12:00-13:00
1304,62,Summer,2018,260,222-F,12:00-13:00
1305,634,Winter,2023,910,364-V,14:00-15:00
1306,493,Winter,2018,762,300-X,10:00-11:00
1307,201,Summer,2023,134,346-I,15:00-16:00
1308,35,Fall,2022,8,440-J,10:00-11:00
1309,81,Summer,2015,346,322-J,8:00-9:00
1310,220,Winter,2016,565,188-K,16:00-17:00
1311,682,Fall,2017,791,429-Z,16:00-17:00
1312,76,Winter,2022,986,275-E,16:00-17:00
1313,597,Winter,2017,398,373-O,13:00-14:00
1314,812,Summer,2023,129,267-A,13:00-14:00
1315,632,Summer,2015,715,330-U,16:00-17:00
1316,897,Fall,2024,450,414-B,15:00-16:00
1317,658,Fall,2022,575,104-W,14:00-15:00
1318,913,Winter,2015,129,189-J,17:00-18:00
1319,926,Summer,2018,188,139-R,8:00-9:00
1320,989,Spring,2017,534,394-E,16:00-17:00
1321,670,Fall,2021,241,203-I,16:00-17:00
1322,283,Fall,2020,679,409-U,14:00-15:00
1323,740,Fall,2023,949,474-E,8:00-9:00
1324,826,Summer,2021,231,402-V,13:00-14:00
1325,938,Winter,2017,844,245-I,16:00-17:00
1326,235,Winter,2017,728,234-P,15:00-16:00
1327,809,Summer,2025,567,335-Q,9:00-10:00
1328,363,Fall,2023,462,263-Z,16:00-17:00
1329,658,Summer,2015,359,222-J,16:00-17:00
1330,289,Fall,2015,709,213-A,17:00-18:00
1331,237,Spring,2015,452,397-U,16:00-17:00
1332,686,Fall,2024,834,204-S,9:00-10:00
1333,28,Summer,2025,965,492-N,14:00-15:00
1334,614,Winter,2022,926,116-W,10:00-11:00
1335,392,Winter,2021,144,445-E,17:00-18:00
1336,441,Fall,2015,766,217-J,13:00-14:00
1337,276,Fall,2020,946,100-J,13:00-14:00
1338,461,Fall,2018,967,405-Z,13:00-14:00
1339,955,Winter,2019,845,355-G,13:00-14:00
1340,580,Fall,2023,41,368-Y,17:00-18:00
1341,129,Summer,2025,712,107-V,15:00-16:00
1342,810,Spring,2023,41,139-S,13:00-14:00
1343,595,Winter,2025,653,225-D,12:00-13:00
1344,985,Spring,2025,393,379-Z,17:00-18:00
1345,200,Winter,2018,574,313-I,8:00-9:00
1346,733,Summer,2017,721,227-D,16:00-17:00
1347,729,Summer,2020,452,146-R,12:00-13:00
1348,116,Summer,2019,825,278-N,8:00-9:00
1349,510,Winter,2019,826,125-Z,12:00-13:00
1350,366,Summer,2017,933,104-M,9:00-10:00
1351,626,Summer,2017,107,420-X,16:00-17:00
1352,379,Summer,2021,492,498-W,17:00-18:00
1353,987,Spring,2021,540,371-B,17:00-18:00
1354,838,Fall,2018,485,196-J,8:00-9:00
1355,698,Summer,2020,401,468-Z,10:00-11:00
1356,894,Summer,2024,613,444-G,16:00-17:00
1357,889,Winter,2019,385,126-U,13:00-14:00
1358,807,Spring,2025,364,391-D,11:00-12:00
1359,576,Spring,2019,140,167-N,14:00-15:00
1360,261,Summer,2023,995,473-I,12:00-13:00
1361,163,Fall,2021,790,309-I,10:00-11:00
1362,70,Winter,2021,207,259-G,16:00-17:00
1363,516,Summer,2016,723,151-S,8:00-9:00
1364,451,Spring,2019,833,485-T,10:00-11:00
1365,186,Spring,2017,261,417-Y,11:00-12:00
1366,301,Spring,2020,650,213-E,16:00-17:00
1367,262,Winter,2017,25,226-J,12:00-13:00
1368,238,Spring,2020,809,288-E,13:00-14:00
1369,656,Spring,2025,744,186-P,16:00-17:00
1370,920,Spring,2019,414,364-E,13:00-14:00
1371,999,Winter,2017,11,372-U,13:00-14:00
1372,473,Winter,2024,813,247-D,8:00-9:00
1373,416,Summer,2017,941,234-R,16:00-17:00
1374,821,Summer,2024,392,336-R,16:00-17:00
1375,384,Winter,2017,654,191-H,15:00-16:00
1376,626,Winter,2022,315,164-Z,17:00-18:00
1377,29,Summer,2020,291,187-S,16:00-17:00
1378,666,Winter,2015,240,294-E,9:00-10:00
1379,567,Fall,2025,541,443-A,11:00-12:00
1380,822,Winter,2025,892,447-R,12:00-13:00
1381,286,Summer,2016,415,415-G,15:00-16:00
1382,596,Summer,2025,523,270-J,9:00-10:00
1383,531,Spring,2024,942,388-O,16:00-17:00
1384,731,Fall,2017,247,297-N,8:00-9:00
1385,753,Fall,2015,822,197-O,9:00-10:00
1386,510,Summer,2017,262,252-M,10:00-11:00
1387,224,Spring,2022,825,211-F,16:00-17:00
1388,896,Winter,2025,590,253-L,12:00-13:00
1389,691,Spring,2021,390,279-T,13:00-14:00
1390,463,Winter,2017,575,299-J,12:00-13:00
1391,913,Winter,2017,806,110-V,10:00-11:00
1392,737,Spring,2021,569,147-V,8:00-9:00
1393,999,Fall,2023,658,313-O,9:00-10:00
1394,367,Fall,2020,855,282-R,13:00-14:00
1395,46,Spring,2020,879,269-B,13:00-14:00
1396,168,Spring,2017,38,193-X,9:00-10:00
1397,380,Spring,2016,810,120-Q,15:00-16:00
1398,299,Winter,2018,540,227-R,14:00-15:00
1399,849,Spring,2024,239,125-Z,17:00-18:00
1400,841,Fall,2015,6,190-A,17:00-18:00
1401,105,Fall,2024,981,384-C,17:00-18:00
1402,144,Fall,2019,948,306-B,8:00-9:00
1403,52,Winter,2016,719,238-T,17:00-18:00
1404,21,Winter,2015,31,448-U,17:00-18:00
1405,304,Spring,2025,479,119-U,10:00-11:00
1406,140,Spring,2016,440,288-E,13:00-14:00
1407,40,Fall,2019,672,426-H,15:00-16:00
1408,702,Winter,2023,744,475-T,17:00-18:00
1409,767,Spring,2023,107,211-O,14:00-15:00
1410,888,Fall,2018,703,287-M,14:00-15:00
1411,369,Summer,2025,955,274-T,10:00-11:00
1412,316,Spring,2022,604,380-K,10:00-11:00
1413,558,Spring,2017,875,418-M,8:00-9:00
1414,870,Spring,2017,873,154-P,11:00-12:00
1415,428,Fall,2025,353,256-U,10:00-11:00
1416,885,Winter,2023,924,356-A,8:00-9:00
1417,722,Spring,2018,886,305-M,15:00-16:00
1418,208,Summer,2015,133,490-S,14:00-15:00
1419,446,Winter,2020,601,347-Y,17:00-18:00
1420,513,Fall,2023,887,156-Y,11:00-12:00
1421,692,Spring,2017,120,479-R,11:00-12:00
1422,611,Fall,2024,111,389-E,14:00-15:00
1423,663,Summer,2018,26,255-M,11:00-12:00
1424,749,Winter,2016,82,236-P,10:00-11:00
1425,314,Winter,2016,587,486-V,8:00-9:00
1426,989,Spring,2025,112,149-H,9:00-10:00
1427,971,Spring,2015,842,116-F,15:00-16:00
1428,418,Spring,2025,254,219-S,16:00-17:00
1429,567,Summer,2025,466,409-I,14:00-15:00
1430,874,Fall,2015,400,314-W,16:00-17:00
1431,851,Spring,2021,603,252-I,11:00-12:00
1432,172,Summer,2021,361,487-Y,16:00-17:00
1433,258,Fall,2020,703,186-J,11:00-12:00
1434,126,Summer,2019,515,320-U,11:00-12:00
1435,31,Spring,2020,274,140-U,15:00-16:00
1436,301,Winter,2022,82,391-I,17:00-18:00
1437,10,Spring,2024,751,325-W,14:00-15:00
1438,481,Summer,2019,671,471-C,13:00-14:00
1439,962,Fall,2024,605,413-G,13:00-14:00
1440,10,Fall,2017,84,191-Q,9:00-10:00
1441,604,Spring,2024,562,448-U,16:00-17:00
1442,536,Fall,2025,318,332-F,11:00-12:00
1443,354,Fall,2024,549,456-G,8:00-9:00
1444,277,Spring,2021,696,107-X,12:00-13:00
1445,479,Spring,2017,893,304-N,9:00-10:00
1446,570,Spring,2025,425,302-S,11:00-12:00
1447,944,Fall,2023,629,316-X,11:00-12:00
1448,56,Winter,2015,797,367-I,11:00-12:00
1449,957,Winter,2019,361,258-W,10:00-11:00
1450,850,Winter,2018,647,495-D,12:00-13:00
1451,871,Summer,2023,125,212-T,12:00-13:00
1452,766,Spring,2020,252,267-B,12:00-13:00
1453,854,Winter,2024,145,401-M,15:00-16:00
1454,371,Summer,2018,228,127-Y,15:00-16:00
1455,65,Summer,2015,877,418-G,15:00-16:00
1456,216,Fall,2021,333,181-V,9:00-10:00
1457,258,Winter,2016,955,466-B,14:00-15:00
1458,705,Spring,2015,948,371-H,10:00-11:00
1459,85,Spring,2018,926,369-Y,16:00-17:00
1460,229,Summer,2024,644,298-S,15:00-16:00
1461,162,Fall,2021,179,439-Q,14:00-15:00
1462,138,Summer,2022,777,206-H,17:00-18:00
1463,524,Fall,2015,682,271-E,17:00-18:00
1464,815,Winter,2019,940,472-L,11:00-12:00
1465,977,Summer,2023,261,462-M,11:00-12:00
1466,904,Spring,2019,61,269-Z,15:00-16:00
1467,783,Summer,2021,478,395-X,11:00-12:00
1468,294,Spring,2024,296,332-H,12:00-13:00
1469,209,Fall,2017,625,362-S,17:00-18:00
1470,477,Winter,2015,358,133-F,8:00-9:00
1471,510,Summer,2020,709,115-C,14:00-15:00
1472,905,Fall,2019,140,487-N,13:00-14:00
1473,842,Winter,2024,11,333-U,14:00-15:00
1474,954,Spring,2022,865,131-I,8:00-9:00
1475,214,Summer,2022,869,276-W,14:00-15:00
1476,569,Summer,2019,192,460-F,17:00-18:00
1477,970,Fall,2022,270,145-P,13:00-14:00
1478,868,Fall,2022,524,255-Q,8:00-9:00
1479,770,Winter,2019,139,246-I,15:00-16:00
1480,7,Fall,2025,521,128-W,15:00-16:00
1481,909,Winter,2024,755,345-P,11:00-12:00
1482,683,Winter,2016,251,189-Y,16:00-17:00
1483,528,Fall,2023,889,210-K,16:00-17:00
1484,335,Summer,2016,81,176-K,13:00-14:00
1485,398,Summer,2019,80,289-O,17:00-18:00
1486,327,Spring,2022,583,299-B,17:00-18:00
1487,929,Summer,2018,117,111-S,9:00-10:00
1488,340,Summer,2024,891,378-P,16:00-17:00
1489,931,Spring,2024,610,318-E,15:00-16:00
1490,467,Winter,2022,224,445-M,12:00-13:00
1491,670,Summer,2018,919,287-A,9:00-10:00
1492,702,Fall,2018,744,491-N,8:00-9:00
1493,933,Winter,2024,810,252-Q,17:00-18:00
1494,582,Fall,2016,302,326-F,17:00-18:00
1495,770,Spring,2018,520,171-H,14:00-15:00
1496,537,Spring,2016,210,261-B,12:00-13:00
1497,827,Fall,2021,369,218-I,16:00-17:00
1498,777,Summer,2024,129,167-P,16:00-17:00
1499,891,Winter,2018,485,265-W,17:00-18:00
1500,338,Winter,2025,650,324-W,9:00-10:00
1501,357,Summer,2018,677,122-O,17:00-18:00
1502,50,Winter,2025,668,411-G,11:00-12:00
1503,381,Fall,2022,501,361-J,17:00-18:00
1504,231,Fall,2018,972,198-K,14:00-15:00
1505,806,Summer,2021,789,104-N,14:00-15:00
1506,423,Fall,2023,427,110-E,16:00-17:00
1507,10,Winter,2025,929,499-W,8:00-9:00
1508,406,Winter,2025,47,441-R,16:00-17:00
1509,476,Winter,2018,445,471-M,17:00-18:00
1510,282,Fall,2023,853,460-Q,11:00-12:00
1511,987,Winter,2017,536,161-B,16:00-17:00
1512,612,Fall,2021,92,242-T,15:00-16:00
1513,637,Spring,2019,846,195-W,13:00-14:00
1514,740,Spring,2020,845,362-M,9:00-10:00
1515,348,Winter,2018,212,112-Y,13:00-14:00
1516,211,Fall,2021,623,249-B,9:00-10:00
1517,425,Spring,2015,459,495-U,14:00-15:00
1518,313,Spring,2015,521,188-S,12:00-13:00
1519,891,Summer,2019,302,348-X,12:00-13:00
1520,457,Fall,2019,907,434-S,8:00-9:00
1521,801,Spring,2022,451,322-O,8:00-9:00
1522,53,Winter,2019,263,486-O,13:00-14:00
1523,922,Winter,2023,231,425-O,17:00-18:00
1524,417,Summer,2017,565,483-R,12:00-13:00
1525,45,Spring,2018,211,134-K,12:00-13:00
1526,2,Spring,2023,122,181-B,10:00-11:00
1527,410,Fall,2019,810,450-C,10:00-11:00
1528,596,Spring,2024,10,370-P,11:00-12:00
1529,161,Spring,2016,982,453-T,16:00-17:00
1530,639,Summer,2018,19,115-Q,12:00-13:00
1531,762,Spring,2016,123,388-T,15:00-16:00
1532,839,Spring,2017,761,278-L,10:00-11:00
1533,191,Summer,2025,886,243-B,12:00-13:00
1534,89,Spring,2018,358,334-G,10:00-11:00
1535,505,Summer,2025,247,316-B,17:00-18:00
1536,941,Fall,2016,353,426-G,9:00-10:00
1537,396,Summer,2015,757,251-F,13:00-14:00
1538,268,Summer,2023,356,337-I,9:00-10:00
1539,278,Winter,2017,607,381-O,8:00-9:00
1540,695,Fall,2024,488,269-A,10:00-11:00
1541,985,Fall,2025,749,181-R,14:00-15:00
1542,816,Winter,2017,151,116-V,13:00-14:00
1543,20,Summer,2025,50,416-K,11:00-12:00
1544,201,Spring,2021,86,411-H,12:00-13:00
1545,302,Winter,2018,111,137-A,8:00-9:00
1546,476,Fall,2024,963,312-P,9:00-10:00
1547,733,Spring,2015,645,106-N,17:00-18:00
1548,176,Spring,2017,299,182-B,11:00-12:00
1549,204,Fall,2019,230,284-G,10:00-11:00
1550,373,Summer,2021,91,127-X,11:00-12:00
1551,249,Fall,2015,185,287-X,12:00-13:00
1552,314,Winter,2018,299,304-Q,9:00-10:00
1553,309,Summer,2020,7,155-N,8:00-9:00
1554,358,Spring,2018,586,323-Z,15:00-16:00
1555,509,Winter,2020,22,158-S,13:00-14:00
1556,235,Winter,2019,123,329-A,10:00-11:00
1557,50,Fall,2025,29,236-J,9:00-10:00
1558,59,Summer,2025,870,151-D,10:00-11:00
1559,792,Summer,2022,491,296-Y,11:00-12:00
1560,847,Spring,2021,757,476-F,14:00-15:00
1561,459,Fall,2024,220,320-M,14:00-15:00
1562,691,Spring,2017,726,203-L,9:00-10:00
1563,384,Spring,2017,456,456-H,13:00-14:00
1564,138,Spring,2018,381,361-V,15:00-16:00
1565,553,Summer,2025,280,161-P,15:00-16:00
1566,128,Summer,2017,338,314-Q,10:00-11:00
1567,278,Summer,2020,521,248-W,13:00-14:00
1568,862,Summer,2025,313,292-D,10:00-11:00
1569,635,Spring,2017,389,373-T,13:00-14:00
1570,263,Winter,2023,477,198-J,17:00-18:00
1571,642,Summer,2025,570,166-F,17:00-18:00
1572,306,Fall,2019,676,169-D,11:00-12:00
1573,107,Fall,2016,692,367-Z,12:00-13:00
1574,428,Winter,2015,236,358-T,9:00-10:00
1575,506,Summer,2015,653,282-A,16:00-17:00
1576,961,Spring,2021,275,373-N,8:00-9:00
1577,46,Winter,2017,680,219-S,9:00-10:00
1578,918,Fall,2018,312,329-T,14:00-15:00
1579,221,Winter,2018,359,474-C,10:00-11:00
1580,952,Winter,2016,933,123-X,13:00-14:00
1581,550,Winter,2019,763,452-P,15:00-16:00
1582,918,Fall,2023,499,290-O,16:00-17:00
1583,432,Summer,2017,573,261-Y,17:00-18:00
1584,87,Summer,2017,279,160-X,8:00-9:00
1585,138,Summer,2022,123,218-U,13:00-14:00
1586,233,Fall,2019,56,444-F,14:00-15:00
1587,225,Spring,2016,194,455-V,15:00-16:00
1588,30,Fall,2016,673,105-M,10:00-11:00
1589,191,Fall,2019,175,161-Z,14:00-15:00
1590,385,Fall,2021,683,345-P,15:00-16:00
1591,983,Summer,2025,681,271-Y,15:00-16:00
1592,847,Spring,2023,709,496-A,14:00-15:00
1593,244,Fall,2022,560,306-X,10:00-11:00
1594,80,Summer,2022,872,363-F,16:00-17:00
1595,945,Winter,2019,23,208-G,14:00-15:00
1596,51,Spring,2024,376,325-D,15:00-16:00
1597,256,Fall,2020,664,148-U,13:00-14:00
1598,984,Fall,2020,531,486-O,12:00-13:00
1599,160,Summer,2019,133,116-E,9:00-10:00
1600,894,Summer,2019,243,322-C,14:00-15:00
1601,571,Summer,2016,271,238-N,15:00-16:00
1602,377,Spring,2024,368,211-C,11:00-12:00
1603,629,Winter,2016,62,163-F,16:00-17:00
1604,256,Fall,2015,18,148-I,8:00-9:00
1605,816,Spring,2019,955,495-W,8:00-9:00
1606,879,Summer,2020,167,384-V,12:00-13:00
1607,998,Winter,2021,1000,191-Z,10:00-11:00
1608,65,Fall,2015,610,104-K,16:00-17:00
1609,925,Summer,2019,586,487-N,11:00-12:00
1610,411,Fall,2025,305,250-O,11:00-12:00
1611,812,Summer,2020,95,498-W,13:00-14:00
1612,183,Summer,2019,913,354-X,15:00-16:00
1613,182,Summer,2024,348,239-P,9:00-10:00
1614,535,Spring,2019,216,244-Y,15:00-16:00
1615,600,Summer,2018,493,150-R,17:00-18:00
1616,741,Winter,2015,224,388-S,15:00-16:00
1617,328,Fall,2022,312,292-I,9:00-10:00
1618,350,Summer,2021,138,436-V,10:00-11:00
1619,383,Winter,2015,581,216-Q,14:00-15:00
1620,691,Spring,2017,170,218-E,12:00-13:00
1621,700,Fall,2025,24,149-Y,10:00-11:00
1622,932,Summer,2019,675,125-O,15:00-16:00
1623,231,Spring,2024,628,227-R,15:00-16:00
1624,107,Summer,2022,322,131-X,10:00-11:00
1625,142,Winter,2019,995,242-G,17:00-18:00
1626,210,Summer,2020,735,149-P,17:00-18:00
1627,656,Summer,2019,833,444-I,13:00-14:00
1628,38,Spring,2015,3,215-K,11:00-12:00
1629,415,Winter,2015,569,305-P,14:00-15:00
1630,601,Summer,2015,243,483-Y,11:00-12:00
1631,461,Summer,2016,37,470-L,14:00-15:00
1632,705,Winter,2017,702,349-I,13:00-14:00
1633,28,Spring,2018,847,396-D,11:00-12:00
1634,639,Summer,2018,125,135-V,9:00-10:00
1635,405,Fall,2025,243,365-U,8:00-9:00
1636,953,Spring,2023,39,341-G,11:00-12:00
1637,677,Fall,2018,845,237-X,15:00-16:00
1638,824,Winter,2023,44,232-Y,10:00-11:00
1639,208,Fall,2017,252,187-R,9:00-10:00
1640,169,Winter,2020,395,148-Q,17:00-18:00
1641,31,Spring,2020,706,344-U,13:00-14:00
1642,849,Spring,2021,212,368-I,16:00-17:00
1643,143,Spring,2017,589,224-Z,10:00-11:00
1644,138,Fall,2020,978,316-D,9:00-10:00
1645,367,Winter,2020,808,107-H,15:00-16:00
1646,646,Summer,2019,885,207-N,14:00-15:00
1647,952,Summer,2023,414,373-T,17:00-18:00
1648,983,Spring,2017,292,385-S,14:00-15:00
1649,822,Winter,2021,712,285-B,15:00-16:00
1650,322,Winter,2020,579,170-I,15:00-16:00
1651,190,Fall,2021,62,467-U,16:00-17:00
1652,640,Fall,2015,713,333-N,14:00-15:00
1653,447,Summer,2024,155,258-E,13:00-14:00
1654,929,Fall,2021,421,400-B,10:00-11:00
1655,97,Winter,2024,741,330-A,8:00-9:00
1656,343,Fall,2025,850,118-X,13:00-14:00
1657,915,Summer,2017,708,444-S,16:00-17:00
1658,128,Summer,2019,876,460-F,17:00-18:00
1659,694,Summer,2016,80,252-Z,13:00-14:00
1660,895,Winter,2022,464,170-D,13:00-14:00
1661,61,Summer,2024,405,320-J,10:00-11:00
1662,76,Summer,2025,889,256-B,16:00-17:00
1663,928,Spring,2018,352,431-Z,13:00-14:00
1664,746,Spring,2018,790,219-Z,17:00-18:00
1665,688,Spring,2015,462,170-W,9:00-10:00
1666,318,Fall,2016,176,210-E,10:00-11:00
1667,985,Spring,2021,738,335-L,8:00-9:00
1668,814,Fall,2016,921,266-U,15:00-16:00
1669,752,Winter,2017,807,462-V,9:00-10:00
1670,479,Winter,2017,144,258-M,14:00-15:00
1671,254,Spring,2019,217,192-P,17:00-18:00
1672,727,Spring,2019,184,404-B,9:00-10:00
1673,73,Winter,2016,286,389-V,9:00-10:00
1674,747,Spring,2017,931,483-S,12:00-13:00
1675,456,Spring,2021,787,480-F,11:00-12:00
1676,295,Summer,2023,76,258-J,17:00-18:00
1677,851,Fall,2017,68,482-D,9:00-10:00
1678,362,Fall,2024,938,241-L,10:00-11:00
1679,59,Fall,2025,808,219-W,14:00-15:00
1680,493,Spring,2016,793,401-T,12:00-13:00
1681,314,Spring,2016,711,363-W,17:00-18:00
1682,9,Summer,2021,237,420-L,17:00-18:00
1683,930,Summer,2017,21,376-K,13:00-14:00
1684,195,Spring,2024,846,480-W,16:00-17:00
1685,189,Spring,2021,669,229-H,15:00-16:00
1686,396,Spring,2018,720,354-C,13:00-14:00
1687,889,Fall,2019,451,376-W,9:00-10:00
1688,808,Fall,2015,220,310-G,10:00-11:00
1689,858,Winter,2024,575,102-U,13:00-14:00
