course_id,dept_id,name,credits,description
1083,3184,Organic Chemistry,4,This is the Organic Chemistry course offered by department 3184.
1084,2641,Software Engineering,5,This is the Software Engineering course offered by department 2641.
1085,1245,Artificial Intelligence,3,This is the Artificial Intelligence course offered by department 1245.
1086,4718,Operating Systems,3,This is the Operating Systems course offered by department 4718.
1087,811,Linear Algebra,5,This is the Linear Algebra course offered by department 811.
1088,3456,Algorithms,2,This is the Algorithms course offered by department 3456.
1089,4962,Linear Algebra,3,This is the Linear Algebra course offered by department 4962.
1090,4942,Physical Chemistry,5,This is the Physical Chemistry course offered by department 4942.
1091,2133,Algorithms,3,This is the Algorithms course offered by department 2133.
1092,4227,Physical Chemistry,3,This is the Physical Chemistry course offered by department 4227.
1093,1248,Digital Marketing,5,This is the Digital Marketing course offered by department 1248.
1094,3697,Artificial Intelligence,3,This is the Artificial Intelligence course offered by department 3697.
1095,2658,Calculus,3,This is the Calculus course offered by department 2658.
1096,945,Data Structures,1,This is the Data Structures course offered by department 945.
1097,1304,Algorithms,4,This is the Algorithms course offered by department 1304.
1098,786,Linear Algebra,4,This is the Linear Algebra course offered by department 786.
1099,24,Database Systems,1,This is the Database Systems course offered by department 24.
1100,1236,English Literature,5,This is the English Literature course offered by department 1236.
1101,3688,Financial Accounting,2,This is the Financial Accounting course offered by department 3688.
1102,304,Machine Learning,4,This is the Machine Learning course offered by department 304.
1103,1701,Computer Networks,4,This is the Computer Networks course offered by department 1701.
1104,4652,Calculus,4,This is the Calculus course offered by department 4652.
1105,3438,Digital Marketing,1,This is the Digital Marketing course offered by department 3438.
1106,3765,Financial Accounting,3,This is the Financial Accounting course offered by department 3765.
1107,2286,Introduction to Programming,2,This is the Introduction to Programming course offered by department 2286.
1108,4771,Cyber Security,2,This is the Cyber Security course offered by department 4771.
1109,2783,Data Structures,5,This is the Data Structures course offered by department 2783.
1110,4170,World History,2,This is the World History course offered by department 4170.
1111,3483,Digital Marketing,1,This is the Digital Marketing course offered by department 3483.
1112,3799,Linear Algebra,5,This is the Linear Algebra course offered by department 3799.
1113,1174,Data Structures,5,This is the Data Structures course offered by department 1174.
1114,4852,Organic Chemistry,1,This is the Organic Chemistry course offered by department 4852.
1115,3506,Financial Accounting,3,This is the Financial Accounting course offered by department 3506.
1116,4723,Introduction to Programming,4,This is the Introduction to Programming course offered by department 4723.
1117,3188,Machine Learning,2,This is the Machine Learning course offered by department 3188.
1118,158,Software Engineering,4,This is the Software Engineering course offered by department 158.
1119,1602,Calculus,3,This is the Calculus course offered by department 1602.
1120,1222,Computer Networks,4,This is the Computer Networks course offered by department 1222.
1121,1038,Microeconomics,1,This is the Microeconomics course offered by department 1038.
1122,4865,Linear Algebra,2,This is the Linear Algebra course offered by department 4865.
1123,487,World History,1,This is the World History course offered by department 487.
1124,3997,Financial Accounting,1,This is the Financial Accounting course offered by department 3997.
1125,966,Data Structures,4,This is the Data Structures course offered by department 966.
1126,933,Cyber Security,5,This is the Cyber Security course offered by department 933.
1127,1681,Linear Algebra,4,This is the Linear Algebra course offered by department 1681.
1128,4005,Physical Chemistry,1,This is the Physical Chemistry course offered by department 4005.
1129,141,Artificial Intelligence,4,This is the Artificial Intelligence course offered by department 141.
1130,3263,Calculus,3,This is the Calculus course offered by department 3263.
1131,3996,Computer Networks,3,This is the Computer Networks course offered by department 3996.
1132,2362,Cyber Security,3,This is the Cyber Security course offered by department 2362.
1133,3580,World History,4,This is the World History course offered by department 3580.
1134,3462,Calculus,2,This is the Calculus course offered by department 3462.
1135,1994,English Literature,5,This is the English Literature course offered by department 1994.
1136,2333,Macroeconomics,3,This is the Macroeconomics course offered by department 2333.
1137,3878,Algorithms,3,This is the Algorithms course offered by department 3878.
1138,366,Introduction to Programming,3,This is the Introduction to Programming course offered by department 366.
1139,4146,Introduction to Programming,2,This is the Introduction to Programming course offered by department 4146.
1140,1203,Computer Networks,4,This is the Computer Networks course offered by department 1203.
1141,1701,Operating Systems,1,This is the Operating Systems course offered by department 1701.
1142,1076,Database Systems,3,This is the Database Systems course offered by department 1076.
1143,1455,World History,4,This is the World History course offered by department 1455.
1144,4418,Introduction to Programming,4,This is the Introduction to Programming course offered by department 4418.
1145,3924,Algorithms,3,This is the Algorithms course offered by department 3924.
1146,1507,Cyber Security,2,This is the Cyber Security course offered by department 1507.
1147,3817,Database Systems,1,This is the Database Systems course offered by department 3817.
1148,4421,Computer Networks,4,This is the Computer Networks course offered by department 4421.
1149,2084,World History,1,This is the World History course offered by department 2084.
1150,2103,Organic Chemistry,1,This is the Organic Chemistry course offered by department 2103.
1151,4798,Financial Accounting,4,This is the Financial Accounting course offered by department 4798.
1152,2893,Software Engineering,3,This is the Software Engineering course offered by department 2893.
1153,3673,Software Engineering,3,This is the Software Engineering course offered by department 3673.
1154,1324,Computer Networks,2,This is the Computer Networks course offered by department 1324.
1155,1982,Linear Algebra,2,This is the Linear Algebra course offered by department 1982.
1156,4410,Computer Networks,2,This is the Computer Networks course offered by department 4410.
1157,2411,Algorithms,3,This is the Algorithms course offered by department 2411.
1158,535,Digital Marketing,3,This is the Digital Marketing course offered by department 535.
1159,1941,English Literature,5,This is the English Literature course offered by department 1941.
1160,4977,Linear Algebra,4,This is the Linear Algebra course offered by department 4977.
1161,1754,Algorithms,3,This is the Algorithms course offered by department 1754.
1162,2022,Physical Chemistry,3,This is the Physical Chemistry course offered by department 2022.
1163,162,Cyber Security,4,This is the Cyber Security course offered by department 162.
1164,2441,Cyber Security,5,This is the Cyber Security course offered by department 2441.
1165,3981,Operating Systems,5,This is the Operating Systems course offered by department 3981.
1166,2525,Artificial Intelligence,5,This is the Artificial Intelligence course offered by department 2525.
1167,2528,Machine Learning,2,This is the Machine Learning course offered by department 2528.
1168,1624,Calculus,3,This is the Calculus course offered by department 1624.
1169,1855,Software Engineering,1,This is the Software Engineering course offered by department 1855.
1170,76,Macroeconomics,4,This is the Macroeconomics course offered by department 76.
1171,1171,Data Structures,3,This is the Data Structures course offered by department 1171.
1172,2631,Data Structures,2,This is the Data Structures course offered by department 2631.
1173,3026,Machine Learning,3,This is the Machine Learning course offered by department 3026.
1174,2545,Computer Networks,2,This is the Computer Networks course offered by department 2545.
1175,3891,Machine Learning,2,This is the Machine Learning course offered by department 3891.
1176,3663,Artificial Intelligence,3,This is the Artificial Intelligence course offered by department 3663.
1177,2096,Calculus,5,This is the Calculus course offered by department 2096.
1178,1242,Algorithms,5,This is the Algorithms course offered by department 1242.
1179,3583,Financial Accounting,5,This is the Financial Accounting course offered by department 3583.
1180,1073,Data Structures,5,This is the Data Structures course offered by department 1073.
1181,3222,Software Engineering,5,This is the Software Engineering course offered by department 3222.
1182,3057,Algorithms,2,This is the Algorithms course offered by department 3057.
1183,4528,Financial Accounting,1,This is the Financial Accounting course offered by department 4528.
1184,565,Microeconomics,1,This is the Microeconomics course offered by department 565.
1185,3861,Calculus,4,This is the Calculus course offered by department 3861.
1186,2214,Linear Algebra,1,This is the Linear Algebra course offered by department 2214.
1187,4529,Calculus,1,This is the Calculus course offered by department 4529.
1188,4491,Data Structures,1,This is the Data Structures course offered by department 4491.
1189,1196,Data Structures,1,This is the Data Structures course offered by department 1196.
1190,725,Digital Marketing,4,This is the Digital Marketing course offered by department 725.
1191,4984,Software Engineering,5,This is the Software Engineering course offered by department 4984.
1192,1567,English Literature,3,This is the English Literature course offered by department 1567.
1193,4229,Computer Networks,4,This is the Computer Networks course offered by department 4229.
1194,3310,Cyber Security,3,This is the Cyber Security course offered by department 3310.
1195,4934,Financial Accounting,3,This is the Financial Accounting course offered by department 4934.
1196,4044,Microeconomics,2,This is the Microeconomics course offered by department 4044.
1197,3125,Microeconomics,1,This is the Microeconomics course offered by department 3125.
1198,2653,Financial Accounting,4,This is the Financial Accounting course offered by department 2653.
1199,4224,Calculus,3,This is the Calculus course offered by department 4224.
1200,2695,Computer Networks,1,This is the Computer Networks course offered by department 2695.
1201,1660,Calculus,5,This is the Calculus course offered by department 1660.
1202,3631,Financial Accounting,1,This is the Financial Accounting course offered by department 3631.
1203,1780,Cyber Security,5,This is the Cyber Security course offered by department 1780.
1204,2688,Cyber Security,5,This is the Cyber Security course offered by department 2688.
1205,3861,Microeconomics,5,This is the Microeconomics course offered by department 3861.
1206,2600,Artificial Intelligence,5,This is the Artificial Intelligence course offered by department 2600.
1207,4471,Macroeconomics,4,This is the Macroeconomics course offered by department 4471.
1208,1562,Calculus,1,This is the Calculus course offered by department 1562.
1209,503,Cyber Security,1,This is the Cyber Security course offered by department 503.
1210,230,Digital Marketing,5,This is the Digital Marketing course offered by department 230.
1211,3793,Introduction to Programming,2,This is the Introduction to Programming course offered by department 3793.
1212,2950,Calculus,4,This is the Calculus course offered by department 2950.
1213,1058,Software Engineering,1,This is the Software Engineering course offered by department 1058.
1214,4027,English Literature,5,This is the English Literature course offered by department 4027.
1215,3370,Introduction to Programming,5,This is the Introduction to Programming course offered by department 3370.
1216,4017,Artificial Intelligence,5,This is the Artificial Intelligence course offered by department 4017.
1217,2592,Software Engineering,5,This is the Software Engineering course offered by department 2592.
1218,3006,Organic Chemistry,3,This is the Organic Chemistry course offered by department 3006.
1219,1120,Machine Learning,5,This is the Machine Learning course offered by department 1120.
1220,969,Introduction to Programming,4,This is the Introduction to Programming course offered by department 969.
1221,4630,Data Structures,5,This is the Data Structures course offered by department 4630.
1222,53,Microeconomics,5,This is the Microeconomics course offered by department 53.
1223,3700,English Literature,2,This is the English Literature course offered by department 3700.
1224,4809,Database Systems,3,This is the Database Systems course offered by department 4809.
1225,4906,Financial Accounting,1,This is the Financial Accounting course offered by department 4906.
1226,553,Cyber Security,1,This is the Cyber Security course offered by department 553.
1227,2162,Microeconomics,3,This is the Microeconomics course offered by department 2162.
1228,2876,Digital Marketing,1,This is the Digital Marketing course offered by department 2876.
1229,3340,Linear Algebra,1,This is the Linear Algebra course offered by department 3340.
1230,3488,Organic Chemistry,4,This is the Organic Chemistry course offered by department 3488.
1231,2545,Algorithms,1,This is the Algorithms course offered by department 2545.
1232,1003,Digital Marketing,3,This is the Digital Marketing course offered by department 1003.
1233,471,Artificial Intelligence,3,This is the Artificial Intelligence course offered by department 471.
1234,3719,World History,2,This is the World History course offered by department 3719.
1235,41,Algorithms,5,This is the Algorithms course offered by department 41.
1236,3380,Digital Marketing,1,This is the Digital Marketing course offered by department 3380.
1237,4939,Computer Networks,4,This is the Computer Networks course offered by department 4939.
1238,3017,Microeconomics,2,This is the Microeconomics course offered by department 3017.
1239,4525,Microeconomics,3,This is the Microeconomics course offered by department 4525.
1240,1061,Data Structures,1,This is the Data Structures course offered by department 1061.
1241,1575,English Literature,1,This is the English Literature course offered by department 1575.
1242,446,Operating Systems,3,This is the Operating Systems course offered by department 446.
1243,2429,Organic Chemistry,3,This is the Organic Chemistry course offered by department 2429.
1244,3567,Computer Networks,4,This is the Computer Networks course offered by department 3567.
1245,637,Data Structures,2,This is the Data Structures course offered by department 637.
1246,2129,Software Engineering,5,This is the Software Engineering course offered by department 2129.
1247,559,Database Systems,2,This is the Database Systems course offered by department 559.
1248,2909,Data Structures,3,This is the Data Structures course offered by department 2909.
1249,4760,Microeconomics,5,This is the Microeconomics course offered by department 4760.
1250,4125,Artificial Intelligence,2,This is the Artificial Intelligence course offered by department 4125.
1251,4812,Organic Chemistry,4,This is the Organic Chemistry course offered by department 4812.
1252,4996,Software Engineering,2,This is the Software Engineering course offered by department 4996.
1253,3931,Database Systems,4,This is the Database Systems course offered by department 3931.
1254,300,Digital Marketing,4,This is the Digital Marketing course offered by department 300.
1255,4122,Financial Accounting,1,This is the Financial Accounting course offered by department 4122.
1256,389,Machine Learning,1,This is the Machine Learning course offered by department 389.
1257,3523,Database Systems,5,This is the Database Systems course offered by department 3523.
1258,3168,Digital Marketing,3,This is the Digital Marketing course offered by department 3168.
1259,2402,Artificial Intelligence,5,This is the Artificial Intelligence course offered by department 2402.
1260,2518,Cyber Security,5,This is the Cyber Security course offered by department 2518.
1261,4508,Linear Algebra,2,This is the Linear Algebra course offered by department 4508.
1262,198,Operating Systems,3,This is the Operating Systems course offered by department 198.
1263,500,Software Engineering,2,This is the Software Engineering course offered by department 500.
1264,2377,Organic Chemistry,3,This is the Organic Chemistry course offered by department 2377.
1265,4482,Software Engineering,4,This is the Software Engineering course offered by department 4482.
1266,2684,Artificial Intelligence,1,This is the Artificial Intelligence course offered by department 2684.
1267,4246,Cyber Security,5,This is the Cyber Security course offered by department 4246.
1268,3456,Database Systems,4,This is the Database Systems course offered by department 3456.
1269,3248,Database Systems,5,This is the Database Systems course offered by department 3248.
1270,3405,Data Structures,3,This is the Data Structures course offered by department 3405.
1271,1132,Software Engineering,1,This is the Software Engineering course offered by department 1132.
1272,4230,Macroeconomics,2,This is the Macroeconomics course offered by department 4230.
1273,572,Financial Accounting,2,This is the Financial Accounting course offered by department 572.
1274,689,Computer Networks,1,This is the Computer Networks course offered by department 689.
1275,1191,Operating Systems,4,This is the Operating Systems course offered by department 1191.
1276,2066,Data Structures,5,This is the Data Structures course offered by department 2066.
1277,3645,Artificial Intelligence,1,This is the Artificial Intelligence course offered by department 3645.
1278,2308,Financial Accounting,4,This is the Financial Accounting course offered by department 2308.
1279,4217,Organic Chemistry,5,This is the Organic Chemistry course offered by department 4217.
1280,3768,Data Structures,2,This is the Data Structures course offered by department 3768.
1281,3224,Data Structures,3,This is the Data Structures course offered by department 3224.
1282,2207,Computer Networks,4,This is the Computer Networks course offered by department 2207.
1283,4309,World History,2,This is the World History course offered by department 4309.
1284,1235,Algorithms,2,This is the Algorithms course offered by department 1235.
1285,3341,Data Structures,5,This is the Data Structures course offered by department 3341.
1286,3737,Machine Learning,5,This is the Machine Learning course offered by department 3737.
1287,3934,World History,1,This is the World History course offered by department 3934.
1288,3027,Operating Systems,1,This is the Operating Systems course offered by department 3027.
1289,3633,Financial Accounting,2,This is the Financial Accounting course offered by department 3633.
1290,2356,English Literature,1,This is the English Literature course offered by department 2356.
1291,4303,Algorithms,5,This is the Algorithms course offered by department 4303.
1292,1259,Machine Learning,1,This is the Machine Learning course offered by department 1259.
1293,782,Calculus,4,This is the Calculus course offered by department 782.
1294,324,Organic Chemistry,4,This is the Organic Chemistry course offered by department 324.
1295,3388,Physical Chemistry,1,This is the Physical Chemistry course offered by department 3388.
1296,4050,Artificial Intelligence,1,This is the Artificial Intelligence course offered by department 4050.
1297,446,Machine Learning,3,This is the Machine Learning course offered by department 446.
1298,3639,English Literature,5,This is the English Literature course offered by department 3639.
1299,976,Data Structures,4,This is the Data Structures course offered by department 976.
1300,4685,Machine Learning,3,This is the Machine Learning course offered by department 4685.
1301,4177,Cyber Security,2,This is the Cyber Security course offered by department 4177.
1302,1148,Computer Networks,2,This is the Computer Networks course offered by department 1148.
1303,301,World History,5,This is the World History course offered by department 301.
1304,2201,Algorithms,3,This is the Algorithms course offered by department 2201.
1305,2315,Linear Algebra,1,This is the Linear Algebra course offered by department 2315.
1306,3795,English Literature,3,This is the English Literature course offered by department 3795.
1307,10,Data Structures,5,This is the Data Structures course offered by department 10.
1308,2420,Software Engineering,1,This is the Software Engineering course offered by department 2420.
1309,3295,Software Engineering,1,This is the Software Engineering course offered by department 3295.
1310,8,Data Structures,5,This is the Data Structures course offered by department 8.
1311,1050,Digital Marketing,5,This is the Digital Marketing course offered by department 1050.
1312,3330,Linear Algebra,5,This is the Linear Algebra course offered by department 3330.
1313,2466,Operating Systems,5,This is the Operating Systems course offered by department 2466.
1314,4842,Linear Algebra,1,This is the Linear Algebra course offered by department 4842.
1315,853,Financial Accounting,1,This is the Financial Accounting course offered by department 853.
1316,139,Financial Accounting,2,This is the Financial Accounting course offered by department 139.
1317,13,Microeconomics,5,This is the Microeconomics course offered by department 13.
1318,2739,Machine Learning,3,This is the Machine Learning course offered by department 2739.
1319,4175,Calculus,3,This is the Calculus course offered by department 4175.
1320,699,Operating Systems,2,This is the Operating Systems course offered by department 699.
1321,4561,Operating Systems,5,This is the Operating Systems course offered by department 4561.
1322,844,Organic Chemistry,4,This is the Organic Chemistry course offered by department 844.
1323,2504,Microeconomics,4,This is the Microeconomics course offered by department 2504.
1324,2170,Physical Chemistry,4,This is the Physical Chemistry course offered by department 2170.
1325,2085,Computer Networks,5,This is the Computer Networks course offered by department 2085.
1326,929,Database Systems,4,This is the Database Systems course offered by department 929.
1327,256,Calculus,1,This is the Calculus course offered by department 256.
1328,2184,Computer Networks,2,This is the Computer Networks course offered by department 2184.
1329,696,Linear Algebra,1,This is the Linear Algebra course offered by department 696.
1330,3402,Microeconomics,4,This is the Microeconomics course offered by department 3402.
1331,3293,Macroeconomics,2,This is the Macroeconomics course offered by department 3293.
1332,4463,Data Structures,5,This is the Data Structures course offered by department 4463.
1333,975,World History,4,This is the World History course offered by department 975.
1334,4528,World History,1,This is the World History course offered by department 4528.
1335,2808,Machine Learning,2,This is the Machine Learning course offered by department 2808.
1336,1452,Data Structures,2,This is the Data Structures course offered by department 1452.
1337,1531,Database Systems,5,This is the Database Systems course offered by department 1531.
1338,4404,World History,4,This is the World History course offered by department 4404.
1339,3488,Database Systems,4,This is the Database Systems course offered by department 3488.
1340,1603,Macroeconomics,5,This is the Macroeconomics course offered by department 1603.
1341,1023,Artificial Intelligence,2,This is the Artificial Intelligence course offered by department 1023.
1342,3332,Physical Chemistry,5,This is the Physical Chemistry course offered by department 3332.
1343,686,Digital Marketing,2,This is the Digital Marketing course offered by department 686.
1344,1776,English Literature,1,This is the English Literature course offered by department 1776.
1345,4646,Machine Learning,2,This is the Machine Learning course offered by department 4646.
1346,450,Macroeconomics,5,This is the Macroeconomics course offered by department 450.
1347,1901,Financial Accounting,1,This is the Financial Accounting course offered by department 1901.
1348,782,Linear Algebra,1,This is the Linear Algebra course offered by department 782.
1349,2477,Introduction to Programming,1,This is the Introduction to Programming course offered by department 2477.
1350,491,Data Structures,3,This is the Data Structures course offered by department 491.
1351,2010,Microeconomics,5,This is the Microeconomics course offered by department 2010.
1352,2553,English Literature,5,This is the English Literature course offered by department 2553.
1353,810,Calculus,3,This is the Calculus course offered by department 810.
1354,2169,World History,3,This is the World History course offered by department 2169.
1355,1947,Microeconomics,3,This is the Microeconomics course offered by department 1947.
1356,465,Software Engineering,3,This is the Software Engineering course offered by department 465.
1357,4821,Operating Systems,4,This is the Operating Systems course offered by department 4821.
1358,1587,Organic Chemistry,2,This is the Organic Chemistry course offered by department 1587.
1359,2337,Data Structures,1,This is the Data Structures course offered by department 2337.
1360,579,Database Systems,5,This is the Database Systems course offered by department 579.
1361,400,Organic Chemistry,2,This is the Organic Chemistry course offered by department 400.
1362,1624,Introduction to Programming,4,This is the Introduction to Programming course offered by department 1624.
1363,2731,Physical Chemistry,4,This is the Physical Chemistry course offered by department 2731.
1364,1536,Organic Chemistry,3,This is the Organic Chemistry course offered by department 1536.
1365,3743,Database Systems,2,This is the Database Systems course offered by department 3743.
1366,3867,Artificial Intelligence,3,This is the Artificial Intelligence course offered by department 3867.
1367,3906,Artificial Intelligence,1,This is the Artificial Intelligence course offered by department 3906.
1368,1315,Financial Accounting,1,This is the Financial Accounting course offered by department 1315.
1369,4286,Financial Accounting,4,This is the Financial Accounting course offered by department 4286.
1370,4636,Data Structures,2,This is the Data Structures course offered by department 4636.
1371,1545,Machine Learning,4,This is the Machine Learning course offered by department 1545.
1372,1372,Organic Chemistry,1,This is the Organic Chemistry course offered by department 1372.
1373,2465,Machine Learning,3,This is the Machine Learning course offered by department 2465.
1374,4754,World History,4,This is the World History course offered by department 4754.
1375,694,Artificial Intelligence,5,This is the Artificial Intelligence course offered by department 694.
1376,109,Database Systems,3,This is the Database Systems course offered by department 109.
1377,1438,Digital Marketing,3,This is the Digital Marketing course offered by department 1438.
1378,1745,Database Systems,5,This is the Database Systems course offered by department 1745.
1379,3107,Linear Algebra,4,This is the Linear Algebra course offered by department 3107.
1380,3178,Cyber Security,4,This is the Cyber Security course offered by department 3178.
1381,56,Operating Systems,2,This is the Operating Systems course offered by department 56.
1382,2169,Data Structures,2,This is the Data Structures course offered by department 2169.
1383,2517,Database Systems,3,This is the Database Systems course offered by department 2517.
1384,2454,Algorithms,2,This is the Algorithms course offered by department 2454.
1385,2913,Database Systems,1,This is the Database Systems course offered by department 2913.
1386,1150,Computer Networks,1,This is the Computer Networks course offered by department 1150.
1387,2170,Linear Algebra,3,This is the Linear Algebra course offered by department 2170.
1388,2593,Database Systems,5,This is the Database Systems course offered by department 2593.
1389,4184,Introduction to Programming,1,This is the Introduction to Programming course offered by department 4184.
1390,3398,Linear Algebra,2,This is the Linear Algebra course offered by department 3398.
1391,4587,Digital Marketing,4,This is the Digital Marketing course offered by department 4587.
1392,213,Machine Learning,1,This is the Machine Learning course offered by department 213.
1393,4462,Operating Systems,1,This is the Operating Systems course offered by department 4462.
1394,4890,Macroeconomics,3,This is the Macroeconomics course offered by department 4890.
1395,1072,Digital Marketing,1,This is the Digital Marketing course offered by department 1072.
1396,4157,Digital Marketing,5,This is the Digital Marketing course offered by department 4157.
1397,1955,Linear Algebra,4,This is the Linear Algebra course offered by department 1955.
1398,4856,Digital Marketing,5,This is the Digital Marketing course offered by department 4856.
1399,1697,Software Engineering,4,This is the Software Engineering course offered by department 1697.
1400,4622,Physical Chemistry,3,This is the Physical Chemistry course offered by department 4622.
1401,2046,Organic Chemistry,4,This is the Organic Chemistry course offered by department 2046.
1402,4019,Physical Chemistry,2,This is the Physical Chemistry course offered by department 4019.
1403,1569,Software Engineering,4,This is the Software Engineering course offered by department 1569.
1404,2208,Data Structures,1,This is the Data Structures course offered by department 2208.
1405,2134,Algorithms,2,This is the Algorithms course offered by department 2134.
1406,3894,Digital Marketing,4,This is the Digital Marketing course offered by department 3894.
1407,2838,Cyber Security,3,This is the Cyber Security course offered by department 2838.
1408,2505,Operating Systems,3,This is the Operating Systems course offered by department 2505.
1409,2860,Algorithms,2,This is the Algorithms course offered by department 2860.
1410,3057,Operating Systems,3,This is the Operating Systems course offered by department 3057.
1411,465,Cyber Security,3,This is the Cyber Security course offered by department 465.
1412,2388,Computer Networks,5,This is the Computer Networks course offered by department 2388.
1413,2017,Computer Networks,1,This is the Computer Networks course offered by department 2017.
1414,570,Calculus,1,This is the Calculus course offered by department 570.
1415,2410,Physical Chemistry,2,This is the Physical Chemistry course offered by department 2410.
1416,4652,Calculus,1,This is the Calculus course offered by department 4652.
1417,4288,Microeconomics,5,This is the Microeconomics course offered by department 4288.
1418,4228,Operating Systems,3,This is the Operating Systems course offered by department 4228.
1419,1152,Macroeconomics,5,This is the Macroeconomics course offered by department 1152.
1420,601,Database Systems,1,This is the Database Systems course offered by department 601.
1421,4122,Cyber Security,4,This is the Cyber Security course offered by department 4122.
1422,4796,Operating Systems,5,This is the Operating Systems course offered by department 4796.
1423,1930,Microeconomics,4,This is the Microeconomics course offered by department 1930.
1424,63,Database Systems,2,This is the Database Systems course offered by department 63.
1425,3931,Macroeconomics,4,This is the Macroeconomics course offered by department 3931.
1426,2698,Macroeconomics,3,This is the Macroeconomics course offered by department 2698.
1427,1701,Data Structures,5,This is the Data Structures course offered by department 1701.
1428,2863,Calculus,4,This is the Calculus course offered by department 2863.
1429,2081,Macroeconomics,4,This is the Macroeconomics course offered by department 2081.
1430,1323,Digital Marketing,5,This is the Digital Marketing course offered by department 1323.
1431,3243,Computer Networks,1,This is the Computer Networks course offered by department 3243.
1432,2566,Financial Accounting,3,This is the Financial Accounting course offered by department 2566.
1433,810,Organic Chemistry,2,This is the Organic Chemistry course offered by department 810.
1434,37,Linear Algebra,1,This is the Linear Algebra course offered by department 37.
1435,3035,Operating Systems,5,This is the Operating Systems course offered by department 3035.
1436,3429,Data Structures,2,This is the Data Structures course offered by department 3429.
1437,846,Cyber Security,4,This is the Cyber Security course offered by department 846.
1438,4789,Data Structures,3,This is the Data Structures course offered by department 4789.
1439,1123,World History,3,This is the World History course offered by department 1123.
1440,3602,Data Structures,1,This is the Data Structures course offered by department 3602.
1441,1895,Data Structures,4,This is the Data Structures course offered by department 1895.
1442,1509,Database Systems,3,This is the Database Systems course offered by department 1509.
1443,4866,English Literature,4,This is the English Literature course offered by department 4866.
1444,2889,Financial Accounting,4,This is the Financial Accounting course offered by department 2889.
1445,1242,Digital Marketing,4,This is the Digital Marketing course offered by department 1242.
1446,4337,Database Systems,2,This is the Database Systems course offered by department 4337.
1447,1689,Algorithms,5,This is the Algorithms course offered by department 1689.
1448,614,Operating Systems,4,This is the Operating Systems course offered by department 614.
1449,3304,Macroeconomics,2,This is the Macroeconomics course offered by department 3304.
1450,2485,Software Engineering,5,This is the Software Engineering course offered by department 2485.
1451,566,Organic Chemistry,4,This is the Organic Chemistry course offered by department 566.
1452,979,Operating Systems,1,This is the Operating Systems course offered by department 979.
1453,4781,Organic Chemistry,4,This is the Organic Chemistry course offered by department 4781.
1454,1434,Digital Marketing,4,This is the Digital Marketing course offered by department 1434.
1455,3767,Computer Networks,3,This is the Computer Networks course offered by department 3767.
1456,4206,Data Structures,3,This is the Data Structures course offered by department 4206.
1457,4513,Database Systems,4,This is the Database Systems course offered by department 4513.
1458,433,Linear Algebra,5,This is the Linear Algebra course offered by department 433.
1459,1348,Machine Learning,2,This is the Machine Learning course offered by department 1348.
1460,2647,Microeconomics,4,This is the Microeconomics course offered by department 2647.
1461,293,Macroeconomics,5,This is the Macroeconomics course offered by department 293.
1462,692,Calculus,5,This is the Calculus course offered by department 692.
1463,4973,Data Structures,3,This is the Data Structures course offered by department 4973.
1464,4821,Calculus,4,This is the Calculus course offered by department 4821.
1465,3640,Physical Chemistry,1,This is the Physical Chemistry course offered by department 3640.
1466,565,English Literature,1,This is the English Literature course offered by department 565.
1467,1357,Financial Accounting,3,This is the Financial Accounting course offered by department 1357.
1468,3366,Linear Algebra,4,This is the Linear Algebra course offered by department 3366.
1469,4378,Artificial Intelligence,1,This is the Artificial Intelligence course offered by department 4378.
1470,839,Macroeconomics,2,This is the Macroeconomics course offered by department 839.
1471,2662,English Literature,2,This is the English Literature course offered by department 2662.
1472,2661,English Literature,4,This is the English Literature course offered by department 2661.
1473,2416,Software Engineering,2,This is the Software Engineering course offered by department 2416.
1474,4423,Physical Chemistry,3,This is the Physical Chemistry course offered by department 4423.
1475,83,Software Engineering,5,This is the Software Engineering course offered by department 83.
1476,2981,Calculus,4,This is the Calculus course offered by department 2981.
1477,4699,Database Systems,5,This is the Database Systems course offered by department 4699.
1478,4831,Physical Chemistry,1,This is the Physical Chemistry course offered by department 4831.
1479,4405,World History,5,This is the World History course offered by department 4405.
1480,3818,Machine Learning,1,This is the Machine Learning course offered by department 3818.
1481,4868,Algorithms,1,This is the Algorithms course offered by department 4868.
1482,1221,Computer Networks,1,This is the Computer Networks course offered by department 1221.
1483,2521,Financial Accounting,5,This is the Financial Accounting course offered by department 2521.
1484,3275,Introduction to Programming,5,This is the Introduction to Programming course offered by department 3275.
1485,4862,Operating Systems,1,This is the Operating Systems course offered by department 4862.
1486,1341,Organic Chemistry,1,This is the Organic Chemistry course offered by department 1341.
1487,461,Artificial Intelligence,3,This is the Artificial Intelligence course offered by department 461.
1488,658,Introduction to Programming,2,This is the Introduction to Programming course offered by department 658.
1489,4208,Software Engineering,1,This is the Software Engineering course offered by department 4208.
1490,268,Machine Learning,1,This is the Machine Learning course offered by department 268.
1491,336,Data Structures,1,This is the Data Structures course offered by department 336.
1492,126,Data Structures,1,This is the Data Structures course offered by department 126.
1493,2331,Database Systems,3,This is the Database Systems course offered by department 2331.
1494,3866,Software Engineering,2,This is the Software Engineering course offered by department 3866.
1495,4837,Database Systems,4,This is the Database Systems course offered by department 4837.
1496,3219,Machine Learning,3,This is the Machine Learning course offered by department 3219.
1497,1973,Introduction to Programming,2,This is the Introduction to Programming course offered by department 1973.
